Global_Step,Curriculum_Lvl,Dist_to_Target,Reward,Terminated,Table_Collision,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,J1_Vel,J2_Vel,J3_Vel,J4_Vel,J5_Vel,J6_Vel,Gripper_Pos,EE_X,EE_Y,EE_Z,Target_X,Target_Y,Target_Z,Act_J1,Act_J2,Act_J3,Act_J4,Act_J5,Act_J6,Act_Gripper,Spawn_Radius_M
181301,0.4499999999999999,0.548,0.0,False,False,6.2002,0.249,-0.2018,1.5206,0.0143,-0.46,-0.0073,0.0,0.0013,0.0023,-0.0017,-0.0097,0.4298,0.765,0.8927,0.8301,0.8553,-0.1963,0.01,0.076,0.0798,-0.0423,-0.0372,-0.0758,0.0799,2.852,0.0225
181401,0.4499999999999999,0.5516,0.0,False,False,6.2028,0.249,-0.2018,1.5206,0.0143,-0.4581,0.0109,0.0001,0.0012,-0.0207,-0.0224,-0.0355,0.4199,0.7631,0.8961,0.8294,0.8553,-0.1963,0.01,0.034,0.0789,-0.0497,-0.0208,-0.0708,0.0799,2.126,0.0225
181501,0.4499999999999999,0.553,0.0,False,False,6.2042,0.249,-0.2018,1.5205,0.0143,-0.4577,-0.0012,-0.0001,-0.0012,0.0221,0.0255,0.0161,0.4175,0.7624,0.8974,0.8292,0.8553,-0.1963,0.01,0.0749,0.0776,0.0263,-0.0014,0.0135,0.0793,3.1215,0.0225
181601,0.4499999999999999,1.1069,0.0,False,False,3.8007,-0.3276,1.0522,0.8433,0.0136,0.4521,0.2501,0.2333,-0.5524,0.3192,-0.0,-0.0003,0.2388,-0.2168,-0.1469,0.8142,0.7921,-0.2422,0.01,0.0711,0.0766,-0.0764,0.0742,-0.0763,0.078,0.7326,0.0225
181701,0.4499999999999999,1.1125,-0.0759,False,False,3.6974,-0.444,1.3072,0.6518,-0.0876,0.8152,0.2775,0.3679,-0.3356,1.4663,0.2752,-2.343,0.2155,-0.2446,-0.0916,0.8382,0.8026,-0.2694,0.01,0.0789,0.0771,-0.0776,0.0614,-0.0793,0.0794,1.1719,0.0225
181801,0.4499999999999999,1.0479,-0.1523,False,False,3.656,-0.6871,1.649,-0.1912,0.0193,1.3416,0.2125,0.2389,-0.3355,0.9686,0.0159,-1.3637,0.0433,-0.1914,-0.0467,0.8313,0.8029,-0.2685,0.01,0.0796,0.0764,-0.0506,-0.0749,-0.0765,0.0631,-0.462,0.0225
181901,0.4499999999999999,1.1049,-0.1189,False,False,3.6285,-0.5929,1.498,0.1323,-0.1303,1.3608,0.3427,-0.1304,0.0869,-0.8699,0.3777,-0.8204,0.0457,-0.2422,-0.045,0.8499,0.8117,-0.2687,0.01,0.0722,-0.0598,-0.0351,0.0786,-0.0798,0.0632,-2.452,0.0225
182001,0.4499999999999999,0.9441,-0.1701,False,False,3.5293,-0.8502,1.9182,-0.8053,-0.775,1.9778,0.1161,0.1182,-0.2688,0.529,1.5406,-0.3941,0.1317,-0.1209,0.1337,0.8612,0.8097,-0.2736,0.01,0.0694,0.0727,-0.0619,-0.0528,-0.0665,-0.0738,-3.0998,0.0225
182101,0.4499999999999999,0.8802,-0.1006,False,False,3.4077,-0.9196,2.0904,-0.975,-1.5668,1.8324,0.0753,0.0726,-0.2414,0.6626,0.5628,0.3974,0.21,-0.0787,0.3692,0.8693,0.794,-0.2628,0.01,0.074,0.0768,-0.069,-0.0215,-0.0113,0.0682,-1.1711,0.0225
182201,0.4499999999999999,0.8887,-0.0568,False,False,3.363,-1.0831,2.2173,-1.3896,-1.5169,1.3017,0.3053,0.3355,-0.1911,0.2561,0.121,0.1181,0.4382,-0.0854,0.3452,0.8072,0.8014,-0.2616,0.01,0.0792,0.0382,-0.0794,0.0678,0.0752,0.063,-0.3253,0.0225
182301,0.4499999999999999,0.9871,-0.2029,False,False,3.0748,-1.2676,2.1875,-1.462,-1.5765,1.5011,0.3351,-0.1376,-0.0375,-0.0821,0.415,-3.0933,0.0001,-0.1873,0.431,0.8079,0.7877,-0.2719,0.01,0.079,-0.0668,-0.0753,-0.0163,0.0334,0.0482,-1.6182,0.0225
182401,0.4499999999999999,1.0172,-0.0272,False,False,2.9444,-1.3059,2.2246,-1.4403,-1.5323,1.0781,0.302,-0.1089,-0.0184,0.0072,0.0208,0.1752,0.2001,-0.1848,0.441,0.8166,0.8208,-0.26,0.01,0.0706,-0.062,-0.0581,-0.0178,-0.0402,0.071,1.0532,0.0225
182501,0.4499999999999999,0.3322,0.0,False,False,5.8274,0.249,-0.2018,1.5205,0.0145,-0.4438,0.2834,0.0016,-0.0018,0.0057,-0.0,-0.0051,0.3362,0.8145,0.6159,0.8141,0.9351,-0.2434,0.0217,0.0799,0.0774,0.0054,0.0702,0.0689,0.0798,3.1275,0.0225
182601,0.4499999999999999,0.2174,0.0109,False,False,5.1841,0.249,-0.2018,1.521,0.0122,2.6909,0.3481,0.0015,-0.0032,0.0016,-0.0001,-0.0066,0.2358,0.6909,0.1147,0.8145,0.8059,-0.2524,0.01,0.0765,-0.0709,-0.0768,0.0729,0.0189,0.0762,1.4093,0.0225
182701,0.4499999999999999,0.2193,0.0111,False,False,5.1786,0.249,-0.2018,1.5205,0.0145,-0.4438,0.3369,-0.0,0.0,0.0,0.0,0.0,0.3362,0.6899,0.1077,0.8154,0.8084,-0.2594,0.01,0.0789,-0.0201,0.0713,0.0347,0.036,0.0716,3.0955,0.0225
182801,0.4499999999999999,0.3049,0.0046,False,False,5.0563,0.249,-0.2018,1.5205,0.0145,-0.4438,0.2822,0.0096,-0.0106,0.0145,0.0083,0.0197,0.3362,0.6308,0.0268,0.8154,0.7828,-0.2601,0.01,0.0705,0.008,0.0701,0.0352,-0.032,0.0769,3.0247,0.0225
182901,0.4499999999999999,0.5313,0.009,False,False,4.7987,0.249,-0.2018,1.5209,0.0127,2.8572,0.3596,-0.0,0.0,0.0,-0.0,-0.0,0.1549,0.4621,-0.1,0.8106,0.8084,-0.2476,0.01,0.0783,-0.0582,-0.0348,0.0285,-0.0353,0.0732,-1.7496,0.0225
183001,0.4499999999999999,0.2092,0.0,False,False,5.6988,0.249,-0.2018,1.5209,0.0127,2.857,-0.1322,0.0,0.0001,0.0002,-0.0,0.0003,0.4799,0.78,0.5174,0.8051,0.8139,-0.2384,0.01,-0.034,-0.0791,-0.0766,0.0786,0.0591,0.0774,2.9088,0.0225
183101,0.4499999999999999,0.1623,0.0,False,False,5.6345,0.249,-0.2018,1.5203,0.0152,3.0572,-0.2192,0.0057,-0.011,-0.0068,-0.0062,0.0373,0.4655,0.776,0.4679,0.8117,0.8139,-0.2384,0.01,-0.0442,-0.0793,-0.0761,0.0792,0.0793,0.0798,3.0997,0.0225
183201,0.4499999999999999,0.1846,-0.0011,False,False,5.6644,0.249,-0.2018,1.5203,0.0153,3.06,0.0007,-0.0,0.0,-0.0002,0.001,-0.017,0.4708,0.7778,0.4913,0.8117,0.8139,-0.2384,0.01,-0.0019,-0.078,-0.0776,0.0672,0.0647,0.0798,3.0088,0.0225
183301,0.4499999999999999,0.1498,0.0,False,False,5.6242,0.249,-0.2018,1.5208,0.0131,3.3322,-0.3323,0.0008,-0.0012,-0.0065,0.0313,1.7828,0.4369,0.7771,0.459,0.8219,0.8164,-0.232,0.01,-0.0739,-0.0777,-0.0782,0.0796,0.0131,0.0745,2.8597,0.0225
183401,0.4499999999999999,0.8698,0.0,False,False,4.0941,-0.4298,1.3019,0.6965,0.0168,3.0501,0.3247,0.0386,-0.1045,0.1309,0.0662,-0.4795,0.2741,0.0314,-0.1051,0.8123,0.8073,-0.2627,0.01,0.0792,0.0012,-0.0094,-0.0509,-0.0521,0.0372,1.358,0.0225
183501,0.4499999999999999,0.9532,0.0,False,False,4.0428,-0.3187,1.0312,0.8553,0.0143,2.7866,0.3744,0.0403,-0.0918,0.0502,-0.009,-0.0068,0.148,-0.0461,-0.1738,0.8132,0.7845,-0.2568,0.01,0.0798,-0.0339,-0.0652,-0.0651,-0.0727,0.0719,-0.1183,0.0225
183601,0.4499999999999999,1.0649,0.0,False,False,3.755,-0.4676,1.3992,0.6365,0.0122,2.6909,0.3028,-0.0493,0.1293,-0.0799,-0.0,-0.0037,0.0623,-0.1861,-0.0904,0.8191,0.8106,-0.2666,0.01,0.0725,-0.0287,0.0352,0.0464,-0.0726,0.0166,-2.802,0.0225
183701,0.4499999999999999,1.1148,-0.0016,False,False,3.6654,-0.4896,1.3203,0.3758,-0.0017,3.0691,0.2725,0.2645,-0.2827,0.9917,-0.061,-0.2049,0.0261,-0.2704,-0.0856,0.8204,0.7808,-0.2657,0.01,0.0751,0.0521,-0.0789,0.0771,-0.0798,0.0469,-3.127,0.0225
183801,0.4499999999999999,1.0263,-0.2051,False,False,3.5973,-0.6979,1.5599,-0.5434,-0.6956,2.5632,0.1489,0.1526,-0.2787,0.2574,2.303,0.4767,0.0905,-0.1868,0.0663,0.8694,0.812,-0.2616,0.01,0.0724,0.0708,-0.0392,-0.032,-0.0102,0.0239,-2.5889,0.0225
183901,0.4499999999999999,1.1143,-0.0299,False,False,3.6382,-0.5219,1.3592,0.3301,-0.1967,2.3136,0.28,0.0512,-0.0196,0.2507,0.0595,0.0476,0.0297,-0.259,-0.0554,0.8697,0.7981,-0.2621,0.01,0.0764,0.0231,-0.0045,-0.0784,-0.078,0.0683,-0.9324,0.0225
184001,0.4499999999999999,1.1723,0.0,False,False,3.6375,-0.4992,1.27,0.2273,0.0111,3.2279,0.2681,0.2011,-0.2603,0.7255,-0.0294,-0.5564,0.0193,-0.3203,-0.0976,0.8253,0.7829,-0.2526,0.01,0.073,0.0448,-0.0796,0.0689,-0.0785,0.0723,-2.6622,0.0225
184101,0.4499999999999999,1.1165,0.0,False,False,3.7671,-0.3877,1.1432,0.6568,0.0088,2.861,0.3294,-0.1,0.1069,-0.4087,-0.0211,0.1779,0.1519,-0.2277,-0.1302,0.817,0.7972,-0.2382,0.01,0.0783,-0.0281,-0.012,-0.0754,-0.0313,0.0778,1.9408,0.0225
184201,0.4499999999999999,1.0805,0.0,False,False,3.7868,-0.3855,1.1886,0.7987,-0.1618,2.0221,0.3459,0.1194,-0.286,0.102,0.1251,0.9758,0.2086,-0.1994,-0.1179,0.8554,0.8039,-0.2721,0.01,0.0793,0.0036,-0.0688,0.045,-0.0684,0.0773,2.1203,0.0225
184301,0.4499999999999999,1.0174,-0.0339,False,False,3.9559,-0.3427,1.0883,0.8222,0.0143,2.7867,0.3288,0.1207,-0.284,0.1757,0.0003,-0.0036,0.1662,-0.1006,-0.1598,0.8136,0.8114,-0.2595,0.01,0.0795,0.0054,-0.0659,0.0174,-0.0671,0.0653,-1.2552,0.0225
184401,0.4499999999999999,0.9876,-0.0248,False,False,3.9611,-0.3478,1.1005,0.8152,0.014,2.7807,0.2706,0.0847,-0.201,0.1209,0.0036,-0.0839,0.1726,-0.0941,-0.1566,0.813,0.7822,-0.2517,0.01,0.075,0.0279,-0.0081,0.045,-0.0744,0.0566,0.0761,0.0225
184501,0.4499999999999999,1.0356,0.0,False,False,3.926,-0.3354,1.0707,0.8324,0.0142,2.7851,0.3402,0.02,-0.0434,0.0323,0.007,0.1568,0.1891,-0.1225,-0.1563,0.8124,0.8182,-0.2738,0.01,0.0758,-0.023,-0.0247,0.0657,-0.0311,0.076,2.0394,0.0225
184601,0.4499999999999999,0.1796,0.0,False,False,5.6094,0.249,-0.2018,1.5203,0.0153,3.06,-0.3758,-0.0,-0.0,0.0008,-0.0053,0.1212,0.474,0.7732,0.4487,0.8117,0.8182,-0.2738,0.01,-0.0772,-0.0725,-0.0791,0.075,0.0269,0.0798,2.9215,0.0225
184701,0.4499999999999999,0.2379,0.0,False,False,5.6925,0.249,-0.2023,1.5293,0.0238,2.8476,-0.0159,0.0001,0.0079,-0.1301,-0.1621,0.3733,0.4755,0.7845,0.5113,0.8044,0.8182,-0.2738,0.01,-0.009,-0.0761,-0.0796,0.0675,0.0511,0.0799,2.836,0.0225
184801,0.4499999999999999,0.1712,0.0,False,False,5.5994,0.249,-0.2018,1.5209,0.0127,2.9758,-0.2792,0.0,0.0012,-0.0196,0.003,1.6832,0.4555,0.7735,0.4402,0.8096,0.8182,-0.2738,0.01,-0.0553,-0.0773,-0.0794,0.0691,0.0108,0.0799,2.4711,0.0225
184901,0.4499999999999999,0.1886,0.0,False,False,5.6244,0.249,-0.2018,1.5206,0.014,3.097,-0.202,0.0009,0.0014,-0.0018,-0.0156,0.1992,0.4183,0.7776,0.4589,0.8136,0.8182,-0.2738,0.01,-0.0494,-0.0727,-0.0771,0.0731,0.0059,0.0798,1.9844,0.0225
185001,0.4499999999999999,1.0389,0.0,False,False,3.9762,-0.1959,0.7489,1.0145,0.0155,3.056,0.3094,0.1491,-0.3349,0.1858,-0.0013,0.0043,0.3092,-0.1184,-0.184,0.8123,0.8133,-0.2748,0.01,0.0793,0.0545,-0.0209,-0.0042,-0.0372,0.0779,1.1775,0.0225
185101,0.4499999999999999,0.1647,0.0,False,False,5.5923,0.249,-0.2033,1.5453,0.0445,2.9349,0.0512,0.0005,-0.0017,0.0189,0.0409,-0.3242,0.4489,0.7726,0.4342,0.8033,0.8133,-0.2748,0.01,0.0258,-0.0783,-0.0747,0.0742,0.0767,0.0799,3.0021,0.0225
185201,0.4499999999999999,0.1958,0.0,False,False,5.6336,0.249,-0.2034,1.5472,0.0468,2.9185,0.0025,0.0,0.0003,-0.0056,-0.0075,0.0042,0.4823,0.7751,0.4669,0.8021,0.8133,-0.2748,0.01,0.0022,-0.0796,-0.0783,0.0721,0.0634,0.0797,3.0098,0.0225
185301,0.4499999999999999,0.2161,0.0,False,False,5.6634,0.249,-0.2025,1.5319,0.0269,2.8578,0.3357,-0.0,-0.0043,0.0707,0.0923,-0.0332,0.4447,0.783,0.4887,0.8042,0.8133,-0.2748,0.01,0.0708,-0.0744,-0.0796,0.077,0.0603,0.0798,2.6736,0.0225
185401,0.4499999999999999,0.2032,0.0,False,False,5.6458,0.249,-0.2033,1.5444,0.0429,2.8959,0.2385,0.0002,-0.003,0.0474,0.0649,0.1284,0.4583,0.7797,0.4752,0.8026,0.8133,-0.2748,0.01,0.0527,-0.0789,-0.0797,0.0708,0.0507,0.0797,2.3372,0.0225
185501,0.4499999999999999,1.0266,0.0,False,False,3.896,-0.3116,1.0146,0.8653,0.0123,2.886,0.3091,0.1208,-0.2821,0.1404,-0.0188,-0.4205,0.3626,-0.142,-0.1385,0.808,0.7857,-0.2491,0.01,0.0788,0.036,-0.0301,-0.0742,-0.0707,0.0732,2.0207,0.0225
185601,0.4499999999999999,1.0822,-0.0197,False,False,3.8315,-0.2765,0.9327,0.9119,0.0131,2.8405,0.3329,0.0635,-0.1459,0.0699,-0.0167,-0.014,0.2234,-0.2061,-0.1478,0.8101,0.7891,-0.2733,0.01,0.079,-0.0047,-0.0407,0.0442,-0.0735,0.0368,-0.9694,0.0225
185701,0.4499999999999999,1.1476,0.0,False,False,3.7837,-0.2281,0.8213,0.9785,0.0188,2.8183,0.3103,0.1601,-0.3514,0.0349,-0.2082,-0.1111,0.17,-0.2591,-0.1561,0.8112,0.7945,-0.2516,0.01,0.0788,0.0361,-0.0548,0.0609,-0.0654,0.0614,-1.7237,0.0225
185801,0.4499999999999999,1.0469,0.0,False,False,3.9043,-0.3334,1.066,0.8353,0.0133,2.8301,0.3458,0.0621,-0.1453,0.0886,0.0048,-0.0643,0.1572,-0.1388,-0.1475,0.8117,0.8071,-0.2493,0.01,0.0797,-0.0039,-0.0345,0.0339,-0.0696,0.0569,-2.1174,0.0225
185901,0.4499999999999999,1.0793,0.0,False,False,3.9355,-0.1582,0.6646,1.0611,0.0155,3.056,0.2927,0.2164,-0.4806,0.2634,-0.0009,0.0066,0.2744,-0.1581,-0.1888,0.8125,0.8164,-0.2755,0.01,0.0777,0.0739,-0.0356,-0.0078,-0.0327,0.0777,-0.5083,0.0225
186001,0.4499999999999999,0.2387,0.0,False,False,5.6931,0.249,-0.2028,1.5371,0.0336,2.858,0.2383,0.0033,-0.0008,-0.0617,-0.0843,-0.2323,0.4267,0.7864,0.5108,0.8038,0.8164,-0.2755,0.01,0.0537,-0.0786,-0.0798,0.0739,0.0538,0.0798,2.0423,0.0225
186101,0.4499999999999999,0.1543,0.0,False,False,5.588,0.249,-0.2018,1.5203,0.0155,3.056,-0.193,0.0004,-0.0009,0.0007,-0.0005,0.0005,0.4204,0.7737,0.4306,0.8118,0.8256,-0.2631,0.01,-0.0401,-0.0748,-0.0703,0.0795,0.0496,0.0789,2.3577,0.0225
186201,0.4499999999999999,0.1642,0.0,False,False,5.6052,0.249,-0.2018,1.5208,0.0134,3.1171,0.0026,0.002,-0.0014,0.0082,0.0032,-0.1481,0.3644,0.7785,0.4423,0.8145,0.8256,-0.2631,0.01,0.0212,-0.0786,-0.0651,0.0768,-0.0248,0.0788,1.8355,0.0225
186301,0.4499999999999999,0.1106,-0.0008,False,False,5.5242,0.249,-0.2018,1.5209,0.0129,3.1372,-0.2903,-0.0,-0.0003,0.0051,-0.0221,0.8775,0.3305,0.7689,0.3784,0.8153,0.8256,-0.2631,0.01,-0.0582,-0.0742,-0.0782,0.0729,0.0464,0.0785,1.112,0.0225
186401,0.4499999999999999,1.0516,0.0,False,False,3.9059,-0.2421,0.8528,0.9656,0.0259,3.012,0.3089,0.1531,-0.3403,0.0701,-0.1446,0.6007,0.164,-0.1639,-0.1704,0.8108,0.7894,-0.277,0.01,0.077,0.0275,-0.068,0.0523,-0.0586,0.0577,-2.6491,0.0225
186501,0.4499999999999999,1.0598,-0.0251,False,False,3.8578,-0.2981,0.9828,0.8834,0.0127,2.8572,0.3401,0.0884,-0.1971,0.1225,0.0045,0.0108,0.2384,-0.1785,-0.1419,0.8092,0.7934,-0.2697,0.01,0.0786,-0.0071,-0.0559,0.0185,-0.0596,0.0698,-0.3999,0.0225
186601,0.4499999999999999,1.078,0.0,False,False,3.8453,-0.2937,0.9725,0.8891,0.0135,2.8226,0.284,0.0514,-0.1197,0.0666,-0.0057,0.0843,0.2305,-0.1909,-0.1494,0.8105,0.7948,-0.2635,0.01,0.0791,0.0411,0.039,-0.0305,-0.0556,0.0201,1.1898,0.0225
186701,0.4499999999999999,1.0587,0.0,False,False,3.9285,-0.2671,0.9108,0.9237,0.0155,3.056,0.3134,0.1877,-0.4329,0.2451,0.0001,-0.0025,0.247,-0.1359,-0.1616,0.8126,0.8236,-0.2646,0.01,0.079,0.0425,-0.0724,0.0733,0.0026,0.0581,-1.4421,0.0225
186801,0.4499999999999999,0.2472,0.0,False,False,5.7178,0.249,-0.2018,1.5207,0.0139,3.0236,-0.3749,0.0,0.0015,-0.0246,0.0253,2.0623,0.3215,0.7882,0.5291,0.8119,0.8236,-0.2646,0.01,-0.0727,-0.0713,-0.0797,0.0783,0.0628,0.0798,0.4546,0.0225
186901,0.4499999999999999,0.0968,0.0,False,False,5.4999,0.249,-0.2021,1.5256,0.0213,3.0314,0.0367,0.0042,-0.0023,-0.0165,-0.0321,0.0883,0.321,0.7649,0.3595,0.8108,0.8236,-0.2646,0.01,0.0219,-0.0787,-0.079,0.0677,0.0637,0.0788,0.9793,0.0225
187001,0.4499999999999999,0.1897,0.0,False,False,5.6404,0.249,-0.2019,1.5209,0.0119,2.9299,-0.0225,0.0006,0.0001,0.003,0.0014,0.1843,0.3729,0.7821,0.4695,0.8093,0.8236,-0.2646,0.01,-0.0241,-0.0731,-0.079,0.0767,0.0487,0.0749,1.8971,0.0225
187101,0.4499999999999999,0.2711,0.0,False,False,5.7476,0.249,-0.2019,1.522,0.016,2.8009,0.2713,0.0029,-0.0071,0.0319,0.0471,-0.0138,0.3823,0.7989,0.5548,0.8078,0.8236,-0.2646,0.01,0.0627,-0.0747,-0.0792,0.0766,0.0389,0.0748,2.5956,0.0225
187201,0.4499999999999999,1.0891,0.0,False,False,3.7917,-0.347,1.0984,0.8165,0.0136,2.7644,0.303,-0.0197,0.0499,-0.0206,-0.0066,-0.2304,0.1467,-0.2141,-0.1335,0.8142,0.7888,-0.2598,0.01,0.0766,-0.0005,0.0405,0.0429,-0.0227,0.0554,-0.1144,0.0225
187301,0.4499999999999999,1.1383,-0.0221,False,False,3.7013,-0.3564,1.1211,0.8035,0.0122,2.693,0.3172,0.0706,-0.1692,0.099,0.0054,-0.0166,0.1887,-0.2714,-0.1127,0.8157,0.7943,-0.2636,0.01,0.0778,0.0062,-0.0225,0.0757,-0.0577,0.0308,1.4545,0.0225
187401,0.4499999999999999,1.1675,-0.0892,False,False,3.6504,-0.3255,1.0469,0.8517,0.0191,2.9322,0.2514,0.1439,-0.3205,-0.051,-0.3191,1.4303,0.2511,-0.3077,-0.0895,0.8108,0.8012,-0.2751,0.01,0.0665,0.0281,-0.0483,-0.0063,-0.07,0.0667,0.6324,0.0225
187501,0.4499999999999999,1.1748,-0.0057,False,False,3.6316,-0.3626,1.136,0.7948,0.0122,2.6909,0.3517,0.0101,-0.0231,0.0146,0.0003,0.0022,0.1489,-0.316,-0.0916,0.8168,0.7995,-0.2742,0.01,0.0764,-0.0375,-0.0353,-0.0086,-0.0718,-0.0158,0.4213,0.0225
187601,0.4499999999999999,1.1416,-0.0203,False,False,3.6801,-0.3774,1.1719,0.7736,0.0128,2.7324,0.3056,0.064,-0.1544,0.0942,0.0004,0.0268,0.1513,-0.2759,-0.0993,0.8152,0.7904,-0.2422,0.01,0.0697,-0.0275,-0.0527,0.0247,-0.0715,0.0252,0.7167,0.0225
187701,0.4499999999999999,1.1649,-0.0399,False,False,3.6011,-0.4109,1.2544,0.7247,0.0123,2.7067,0.2991,-0.0218,0.055,-0.03,-0.0049,-0.5395,0.2283,-0.3061,-0.0673,0.8143,0.8085,-0.2796,0.01,0.0743,-0.0107,0.0281,-0.0269,-0.0179,0.0541,1.2835,0.0225
187801,0.4499999999999999,0.1343,0.0,False,False,5.5609,0.249,-0.2018,1.5203,0.0154,3.056,-0.1984,0.0012,0.0002,0.0082,0.0019,-0.0786,0.1696,0.782,0.4001,0.8131,0.8085,-0.2796,0.01,-0.0412,-0.077,-0.0799,0.0626,0.0561,0.0795,-1.9571,0.0225
187901,0.4499999999999999,0.1446,0.0,False,False,5.576,0.249,-0.2032,1.544,0.0426,2.9432,0.2622,-0.0002,-0.0246,0.4076,0.4907,-2.0142,0.1592,0.7841,0.4119,0.8069,0.8085,-0.2796,0.01,0.048,-0.0763,-0.0789,0.0773,0.0273,0.0787,-1.7769,0.0225
188001,0.4499999999999999,0.1672,0.0053,False,False,5.6012,0.249,-0.2018,1.5205,0.0148,3.0741,-0.2636,0.0,0.0011,-0.0176,-0.0202,0.1082,0.2413,0.7852,0.4343,0.8134,0.8085,-0.2796,0.01,-0.0627,-0.0787,-0.0794,0.0679,-0.0045,0.0795,-2.2491,0.0225
188101,0.4499999999999999,0.1679,-0.0024,False,False,5.605,0.249,-0.2018,1.5206,0.014,3.0949,0.0003,-0.0001,-0.0,-0.0002,-0.0001,0.0098,0.1799,0.7876,0.4352,0.8142,0.8085,-0.2796,0.01,-0.0005,-0.078,-0.079,0.0706,0.0746,0.0796,-0.9754,0.0225
188201,0.4499999999999999,1.0943,0.0,False,False,3.5876,-0.5035,1.4954,0.5762,0.0129,2.8491,0.3219,0.0581,-0.1588,0.1007,-0.0004,-0.0162,0.1694,-0.2508,-0.0192,0.8108,0.7927,-0.2402,0.01,0.079,0.0004,-0.0193,0.0126,-0.06,-0.0741,-2.6556,0.0225
188301,0.4499999999999999,1.1401,-0.0473,False,False,3.6382,-0.3909,1.205,0.7539,0.0134,2.763,0.2664,0.0943,-0.2196,0.1539,0.0136,0.5442,0.2058,-0.2919,-0.0799,0.8129,0.7834,-0.2516,0.01,0.0771,0.036,-0.0056,0.0479,-0.0136,0.0585,2.1816,0.0225
188401,0.4499999999999999,1.256,-0.0432,False,False,3.4994,-0.3228,1.037,0.8984,-0.192,1.6495,0.239,0.1229,-0.2888,0.1601,0.0205,-0.0711,0.1585,-0.4181,-0.0463,0.8658,0.7863,-0.2482,0.01,0.0731,0.0663,0.0207,0.0634,-0.0787,0.0788,1.2175,0.0225
188501,0.4499999999999999,1.1581,-0.0273,False,False,3.5665,-0.419,1.2748,0.7124,0.0122,2.6909,0.347,-0.081,0.2034,-0.1225,0.0003,0.0012,0.2645,-0.3215,-0.0539,0.8137,0.7848,-0.2625,0.01,0.0759,-0.0394,0.0352,-0.0211,-0.069,-0.0271,-0.5844,0.0225
188601,0.4499999999999999,1.1427,-0.0253,False,False,3.6431,-0.3773,1.1716,0.7739,0.0123,2.7012,0.3456,0.0854,-0.2081,0.1227,0.0003,0.0202,0.2673,-0.2954,-0.0879,0.8133,0.7826,-0.2595,0.01,0.0788,-0.0146,-0.0596,0.0117,-0.0634,-0.0192,2.7269,0.0225
188701,0.4499999999999999,1.1662,-0.0076,False,False,3.6866,-0.3418,1.0861,0.824,0.0122,2.6909,0.3251,0.0174,-0.0412,0.0247,0.0,-0.0008,0.2159,-0.2864,-0.112,0.815,0.811,-0.2681,0.01,0.0752,-0.021,-0.0195,0.0123,-0.0227,0.0571,1.1156,0.0225
188801,0.4499999999999999,1.274,0.0,False,False,3.4787,-0.2637,0.9031,0.9285,0.0136,0.452,0.2234,0.2047,-0.4713,0.2664,0.001,0.026,0.0124,-0.4431,-0.046,0.82,0.7833,-0.2521,0.01,0.0636,0.0636,-0.0501,0.0661,-0.0212,0.0533,-2.8437,0.0225
188901,0.4499999999999999,1.0744,-0.1864,False,False,3.2829,-0.7494,1.7603,-0.0819,-1.3167,2.1554,0.2125,0.2493,-0.3571,0.8222,1.4014,0.12,0.4643,-0.2365,0.2837,1.0315,0.8104,-0.2755,0.01,0.0799,0.0753,-0.0783,0.0728,-0.0348,0.043,2.8256,0.0225
189001,0.4499999999999999,0.2052,0.0,False,False,5.6627,0.249,-0.2018,1.5203,0.0155,3.056,0.0014,0.0009,-0.002,-0.001,-0.0031,-0.0169,0.0848,0.7998,0.478,0.8137,0.8104,-0.2755,0.01,-0.0075,-0.0748,-0.078,0.0263,0.0741,0.0797,-2.8214,0.0225
189101,0.4499999999999999,0.2569,0.0002,False,False,5.7195,0.249,-0.2018,1.521,0.0122,2.9002,-0.0032,0.0,0.0002,-0.0028,-0.0032,0.0031,0.2655,0.7916,0.5284,0.8099,0.8458,-0.2719,0.01,-0.0174,-0.0788,-0.0796,0.0315,0.0551,0.0799,-0.8741,0.0225
189201,0.4499999999999999,0.2288,0.0,False,False,5.6936,0.249,-0.2018,1.5206,0.014,3.0883,0.3439,0.0,0.0009,-0.0143,0.0618,-2.8241,0.0895,0.8032,0.5015,0.8146,0.8458,-0.2719,0.01,0.0796,0.0792,-0.0795,0.044,-0.079,0.0799,-2.0468,0.0225
189301,0.4499999999999999,0.1797,0.0011,False,False,5.6244,0.249,-0.2018,1.5203,0.0155,3.056,-0.118,0.0,0.0006,-0.0095,-0.0086,0.0076,0.1215,0.7921,0.448,0.8134,0.8458,-0.2719,0.01,-0.0327,-0.0752,-0.0732,0.0766,0.0464,0.0794,-2.5497,0.0225
189401,0.4499999999999999,1.2971,-0.0449,False,False,3.2997,-0.4802,1.3012,0.395,-0.0023,3.0375,0.2636,-0.0887,0.0726,-0.3737,0.0111,0.3942,0.2944,-0.4715,0.0503,0.8147,0.8048,-0.2692,0.01,0.0686,-0.0364,-0.014,-0.0708,-0.0224,-0.0415,2.5862,0.0225
189501,0.4499999999999999,1.2363,-0.0324,False,False,3.3275,-0.475,1.388,0.5813,0.0113,2.7645,0.3314,-0.1123,0.2519,-0.2578,-0.0197,0.1035,0.366,-0.4232,0.0458,0.8111,0.7885,-0.2597,0.01,0.0792,-0.037,0.0373,-0.0236,0.0186,0.0584,2.8571,0.0225
