Global_Step,Curriculum_Lvl,Dist_to_Target,Reward,Terminated,Table_Collision,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,J1_Vel,J2_Vel,J3_Vel,J4_Vel,J5_Vel,J6_Vel,Gripper_Pos,EE_X,EE_Y,EE_Z,Target_X,Target_Y,Target_Z,Act_J1,Act_J2,Act_J3,Act_J4,Act_J5,Act_J6,Act_Gripper,Spawn_Radius_M
63901,0.0,0.9974,0.0,False,False,3.326,0.2493,3.0477,-3.9312,-3.1324,1.4521,-0.0014,0.0009,-0.015,-0.0897,0.0343,-0.169,0.321,-0.1196,0.6697,0.8246,0.802,-0.26,0.01,0.013,0.0664,0.0694,0.0581,0.0582,-0.0653,2.4769,0.0
64001,0.0,1.2073,-0.1294,False,False,2.0311,-1.5551,2.165,-1.861,-1.5938,0.0436,-0.0428,0.1053,1.0553,2.1308,-0.4438,0.4696,-0.0,-0.2777,0.8283,0.835,0.802,-0.26,0.01,-0.0037,-0.0308,0.07,-0.0759,-0.0594,0.0789,-3.0957,0.0
64101,0.0,0.7115,0.0,False,False,4.8942,-3.3932,3.1311,-0.0018,-0.9083,4.6549,-0.0051,-0.0006,-0.0102,-0.0415,-0.1042,0.0664,0.0013,0.2983,0.7925,0.7969,0.802,-0.26,0.01,0.0665,-0.0742,-0.0691,0.0126,0.0597,-0.0799,2.2821,0.0
64201,0.0,0.7113,0.0,False,False,4.8946,-3.3932,3.1311,-0.0024,-0.9022,4.6479,-0.0055,-0.0002,-0.0025,0.0414,0.0385,-0.0266,0.0207,0.299,0.793,0.797,0.802,-0.26,0.01,0.074,-0.0757,-0.0722,-0.023,0.0642,-0.0791,2.0601,0.0
64301,0.0,0.71,0.0,False,False,4.895,-3.3932,3.1312,-0.004,-0.8886,4.6362,-0.0009,0.0,0.0044,-0.0024,-0.0028,0.054,0.0516,0.3008,0.7929,0.7972,0.802,-0.26,0.01,0.0506,-0.0796,-0.0629,-0.0543,0.0398,-0.0794,1.6886,0.0
64401,0.0,0.7102,0.0,False,False,4.896,-3.3932,3.1281,-0.0073,-0.8886,4.6341,-0.005,-0.0006,-0.1914,-0.1932,-0.1236,-0.1909,0.0597,0.3007,0.793,0.7974,0.802,-0.26,0.01,0.0671,-0.075,-0.0674,-0.0665,0.0555,-0.0634,2.3688,0.0
64501,0.0,1.2099,-0.1164,False,False,2.0374,-1.5553,2.1584,-1.8469,-1.5941,0.045,0.0316,0.0916,0.9952,2.1772,-0.3168,0.4672,0.0,-0.2803,0.8287,0.8384,0.802,-0.26,0.01,0.0095,-0.0328,0.0552,-0.0641,-0.0446,0.0782,-2.9765,0.0
64601,0.0,0.873,0.0,False,False,4.2079,-1.0295,2.7393,-1.7233,-2.1288,4.656,-0.0243,0.0075,0.0001,-0.0005,0.0112,-0.0099,0.4017,-0.0103,0.609,0.8139,0.802,-0.26,0.01,0.0779,0.0791,-0.0751,-0.0089,0.0195,-0.0774,2.2181,0.0
64701,0.0,0.8772,0.0,False,False,4.2139,-1.0297,2.7385,-1.7235,-2.1418,4.6312,-0.0225,0.0017,0.0032,-0.007,-0.0092,-0.0842,0.4191,-0.0153,0.6076,0.8128,0.802,-0.26,0.01,0.0782,0.0572,-0.0773,0.0112,0.032,-0.0648,2.6571,0.0
64801,0.0,0.8754,0.0,False,False,4.214,-1.0297,2.7384,-1.7235,-2.142,4.6309,-0.0199,0.0028,0.0065,-0.0153,0.0066,0.0015,0.3832,-0.0132,0.6081,0.813,0.802,-0.26,0.01,0.075,0.0744,-0.0773,0.0345,0.0259,-0.0738,1.1972,0.0
64901,0.0,0.8784,0.0,False,False,4.231,-1.0314,2.7336,-1.7156,-2.1725,4.5924,-0.0157,0.0088,0.0123,-0.056,0.0217,0.012,0.2878,-0.0174,0.6056,0.8128,0.802,-0.26,0.01,0.0781,0.0703,-0.0747,0.0127,-0.0144,-0.0636,-0.6031,0.0
65001,0.0,1.1908,-0.1292,False,False,2.0558,-1.564,2.1661,-1.8631,-1.6064,0.0524,0.2546,-0.0101,1.0496,2.1836,-0.0749,0.4303,-0.0,-0.2715,0.8029,0.8397,0.802,-0.26,0.01,0.0499,-0.0489,0.0698,-0.0791,-0.0243,0.0791,-2.9209,0.0
65101,0.0,0.9906,0.0,False,False,3.2079,0.2492,3.0452,-3.9471,-3.1302,1.442,-0.0003,0.0022,-0.0083,-0.0403,0.0253,-0.0792,0.3256,-0.107,0.6821,0.8253,0.802,-0.26,0.01,0.0065,0.0788,0.0766,0.071,0.0534,-0.0417,2.2424,0.0
65201,0.0,0.9897,0.0,False,False,3.2079,0.2492,3.0459,-3.9429,-3.1307,1.4485,0.0015,0.0004,-0.0099,-0.0483,-0.0032,-0.1163,0.3397,-0.1061,0.682,0.8251,0.802,-0.26,0.01,-0.0267,0.0792,0.0774,0.056,0.0462,-0.0636,2.9381,0.0
65301,0.0,0.9894,0.0,False,False,3.2078,0.2492,3.0463,-3.9405,-3.1309,1.4499,-0.0076,0.0025,-0.0155,-0.0828,0.0054,-0.1562,0.3403,-0.1057,0.6821,0.8249,0.802,-0.26,0.01,-0.0626,0.046,0.043,0.0557,0.0752,-0.0667,2.9193,0.0
65401,0.0,0.9913,0.0,False,False,3.2076,0.2492,3.0468,-3.9372,-3.1315,1.4492,0.0034,0.0005,-0.005,-0.0007,-0.0254,0.0019,0.2871,-0.1076,0.6826,0.8261,0.802,-0.26,0.01,-0.0289,0.0782,0.0711,-0.0542,0.0358,-0.0107,2.5047,0.0
65501,0.0,1.2104,-0.1114,False,False,2.0458,-1.5623,2.1572,-1.8455,-1.587,0.0479,0.1494,0.0101,0.9597,2.1845,-0.0888,0.4496,0.0,-0.2833,0.8234,0.8402,0.802,-0.26,0.01,0.0292,-0.0465,0.0473,-0.0787,-0.0058,0.0759,-2.4705,0.0
65601,0.0,0.8738,0.0,False,False,2.3418,0.2495,2.8458,-4.6674,-3.121,0.0649,-0.2329,0.0004,0.0043,-0.0693,0.075,-0.298,0.3649,0.0362,0.7104,0.8119,0.802,-0.26,0.01,-0.0773,0.0415,0.0703,-0.0617,-0.0459,0.0073,2.1163,0.0
65701,0.0,0.8458,0.0,False,False,2.1386,0.2495,2.8455,-4.6626,-3.1275,-0.2385,-0.2194,-0.0,0.0001,-0.0009,-0.0041,-0.1875,0.2891,0.0655,0.7047,0.8212,0.802,-0.26,0.01,-0.0727,0.0398,0.0715,-0.0465,-0.0009,0.0246,1.1017,0.0
65801,0.0,0.8424,0.0,False,False,2.0528,0.2495,2.8455,-4.6628,-3.1283,-0.3677,0.0094,0.0001,-0.0023,-0.0031,-0.002,0.0219,0.196,0.0758,0.7161,0.8183,0.802,-0.26,0.01,-0.0481,0.0512,0.0713,-0.0556,0.0128,0.0339,-0.7579,0.0
65901,0.0,0.8233,0.0,False,False,2.0126,0.2495,2.8455,-4.6626,-3.1276,-0.4172,0.0091,0.0021,-0.0108,-0.0223,-0.0006,-0.0408,0.3523,0.0854,0.6936,0.827,0.802,-0.26,0.01,-0.0341,0.078,0.0595,-0.0102,0.0037,0.0492,0.7412,0.0
66001,0.0,1.1887,-0.1316,False,False,2.0662,-1.5627,2.1673,-1.8666,-1.6291,0.0531,0.3567,-0.0062,1.0802,2.16,-0.0838,0.4032,-0.0,-0.2688,0.8038,0.839,0.802,-0.26,0.01,0.0702,-0.0471,0.0756,-0.0714,-0.0506,0.0763,-2.6554,0.0
66101,0.0,0.9254,0.0,False,False,2.6322,0.2495,2.8455,-4.6631,-3.1295,0.2157,0.0144,0.0007,-0.0218,-0.0489,-0.0117,0.0455,0.2262,-0.0178,0.7187,0.811,0.802,-0.26,0.01,-0.0547,0.051,0.0737,-0.0108,-0.0568,-0.0303,-1.9733,0.0
66201,0.0,0.9024,0.0,False,False,2.4495,0.2495,2.8465,-4.6799,-3.1066,-0.0752,0.001,0.0004,-0.0002,0.0025,-0.0026,-0.03,0.1739,0.0097,0.7213,0.8126,0.802,-0.26,0.01,-0.049,0.0353,0.0757,-0.0489,-0.0394,0.0157,-1.6967,0.0
66301,0.0,0.8993,0.0,False,False,2.3749,0.2495,2.8457,-4.6667,-3.1213,-0.1728,0.0204,0.0033,-0.0133,0.0217,-0.0714,0.0446,0.1344,0.018,0.7297,0.8153,0.802,-0.26,0.01,-0.0402,0.0506,0.0699,0.0149,0.0067,-0.0494,-1.6949,0.0
66401,0.0,0.8951,0.0,False,False,2.3324,0.2495,2.8456,-4.6622,-3.1273,-0.2274,0.0096,0.0012,-0.0251,-0.0685,-0.0082,-0.1223,0.1508,0.0248,0.7333,0.816,0.802,-0.26,0.01,-0.0422,0.0646,0.0771,-0.0324,0.0525,0.0013,0.1585,0.0
66501,0.0,1.1992,-0.1307,False,False,2.0642,-1.5568,2.1647,-1.8683,-1.6133,0.0528,0.3312,0.0544,1.0587,2.1437,0.0559,0.4151,0.0,-0.2768,0.8119,0.8342,0.802,-0.26,0.01,0.0662,-0.0367,0.0723,-0.0738,-0.022,0.0764,-2.6987,0.0
66601,0.0,0.9129,-0.0279,False,False,2.554,0.2495,2.8455,-4.6626,-3.128,0.1329,-0.0221,0.0115,-0.068,-0.2128,0.0042,-0.3988,0.2638,-0.0034,0.7193,0.8123,0.802,-0.26,0.01,-0.0611,0.0485,0.0698,-0.0647,-0.0558,0.0297,1.3938,0.0
66701,0.0,0.8999,0.0,False,False,2.437,0.2495,2.8472,-4.6906,-3.0943,-0.0805,0.0172,0.0003,-0.0023,0.0338,-0.0411,0.0416,0.2057,0.0124,0.7214,0.8104,0.802,-0.26,0.01,-0.0339,0.0635,0.0675,-0.0628,0.0387,0.0152,-1.6296,0.0
66801,0.0,0.9031,-0.0044,False,False,2.4297,0.2495,2.8473,-4.6923,-3.092,-0.0924,0.0007,0.0009,-0.0045,0.0198,-0.0243,0.037,0.1592,0.0115,0.7263,0.8098,0.802,-0.26,0.01,0.0168,0.0341,0.0647,-0.066,-0.0126,0.0559,-2.5342,0.0
66901,0.0,0.91,0.0011,False,False,2.4178,0.2495,2.8469,-4.6861,-3.0987,-0.1012,0.003,0.0054,-0.0056,-0.0205,0.0193,0.0057,0.0797,0.0074,0.733,0.8103,0.802,-0.26,0.01,-0.0304,0.0679,0.0718,0.0063,0.0088,0.018,-1.895,0.0
67001,0.0,1.1936,-0.1296,False,False,2.0634,-1.56,2.1653,-1.8622,-1.6093,0.0505,0.3338,0.0234,1.0637,2.1894,0.0677,0.3899,0.0,-0.2741,0.8041,0.8372,0.802,-0.26,0.01,0.0657,-0.0423,0.073,-0.0613,-0.0136,0.0732,-2.761,0.0
67101,0.0,0.9826,0.0,False,False,2.7485,0.2495,2.8461,-4.6736,-3.1144,0.441,0.007,0.0005,-0.001,0.0161,-0.0161,0.0461,0.0138,-0.0714,0.7392,0.8216,0.802,-0.26,0.01,-0.0291,0.0543,0.0739,-0.049,0.0659,-0.0425,-2.4299,0.0
67201,0.0,0.9741,0.0,False,False,2.7397,0.2495,2.8461,-4.6712,-3.1176,0.4213,0.0092,0.0031,-0.0319,-0.0692,-0.0239,-0.0944,0.0053,-0.0624,0.7382,0.8183,0.802,-0.26,0.01,-0.0528,0.0686,0.0684,0.0211,0.0086,-0.0459,-2.661,0.0
67301,0.0,0.9702,0.0,False,False,2.7329,0.2495,2.8458,-4.6675,-3.1232,0.4105,0.0016,0.0007,-0.0008,0.01,-0.0035,0.0082,0.0161,-0.0587,0.7369,0.818,0.802,-0.26,0.01,-0.0418,0.0684,0.053,-0.0004,-0.0009,-0.0201,-2.5226,0.0
67401,0.0,0.9667,0.0,False,False,2.729,0.2495,2.846,-4.6703,-3.1196,0.3988,0.004,0.0036,-0.0294,-0.0764,-0.0153,-0.1053,0.0723,-0.0551,0.7364,0.816,0.802,-0.26,0.01,-0.0305,0.0508,0.0745,-0.018,-0.0286,0.0087,-1.5907,0.0
67501,0.0,1.1915,-0.137,False,False,2.0683,-1.5717,2.1671,-1.8599,-1.6373,0.0524,0.3938,-0.1018,1.0497,2.2356,-0.1518,0.4089,0.0,-0.2694,0.809,0.8393,0.802,-0.26,0.01,0.0751,-0.0637,0.0691,-0.0777,-0.0617,0.0734,-2.8097,0.0
67601,0.0,0.9619,0.0,False,False,2.7702,0.2487,2.9455,-4.3579,-3.1285,0.7776,0.0009,0.0,0.1323,0.4252,0.0397,1.4183,0.0042,-0.0541,0.7277,0.8174,0.802,-0.26,0.01,-0.0451,0.0548,0.0543,-0.0314,-0.0286,0.0606,-2.5161,0.0
67701,0.0,0.946,0.0,False,False,2.7679,0.2495,2.8455,-4.6628,-3.1281,0.1393,-0.0024,0.0022,-0.0087,-0.0188,-0.0052,-0.0474,0.1719,-0.0425,0.7157,0.8126,0.802,-0.26,0.01,0.016,0.0506,0.065,-0.0268,0.021,0.0332,-1.6666,0.0
67801,0.0,0.9475,0.0,False,False,2.7681,0.2495,2.8455,-4.6628,-3.1282,0.1398,-0.0003,-0.0,-0.0,0.0006,0.0017,-0.0103,0.1573,-0.0442,0.7158,0.8128,0.802,-0.26,0.01,0.0206,0.0318,0.0243,0.0138,0.0601,0.0421,-2.2205,0.0
67901,0.0,0.948,0.0022,False,False,2.7683,0.2495,2.8455,-4.6628,-3.1282,0.1403,0.0005,0.0014,0.0,-0.001,-0.0006,0.0059,0.126,-0.0442,0.7166,0.8129,0.802,-0.26,0.01,-0.0033,0.0573,0.0481,0.0436,0.0541,0.022,-1.7309,0.0
68001,0.0,1.1941,-0.1309,False,False,2.0614,-1.5602,2.1671,-1.8671,-1.6164,0.0492,0.3039,0.0239,1.0763,2.1825,-0.0468,0.386,0.0,-0.273,0.808,0.8355,0.802,-0.26,0.01,0.0606,-0.0423,0.0763,-0.0699,-0.0345,0.0713,-1.6288,0.0
68101,0.0,0.9877,0.0,False,False,3.0352,0.2493,3.0481,-3.9285,-3.133,1.4542,0.0041,0.0006,-0.0234,-0.1485,0.0585,-0.2664,0.0,-0.0926,0.7063,0.8321,0.802,-0.26,0.01,-0.0437,0.0711,0.0685,-0.0687,-0.0417,0.0142,-2.8737,0.0
68201,0.0,0.9867,0.0,False,False,3.035,0.2493,3.048,-3.9296,-3.1327,1.4491,0.0043,0.0027,-0.0044,-0.0184,0.0081,-0.0322,0.0,-0.0911,0.7075,0.8311,0.802,-0.26,0.01,-0.0625,0.0649,0.0602,-0.066,-0.0246,-0.0411,-2.3,0.0
68301,0.0,0.9867,0.0,False,False,3.0349,0.2493,3.048,-3.9293,-3.1327,1.4487,0.0025,0.0,-0.004,-0.0258,0.003,-0.0567,-0.0,-0.0911,0.7074,0.8311,0.802,-0.26,0.01,-0.05,0.0668,0.0735,-0.0561,-0.0313,0.0304,-2.7927,0.0
68401,0.0,0.9842,0.0,False,False,3.0348,0.2492,3.0473,-3.9346,-3.1331,1.429,-0.0054,0.0035,-0.0103,-0.0843,0.0346,-0.1352,-0.0,-0.0883,0.7077,0.829,0.802,-0.26,0.01,-0.0538,0.0634,0.0736,-0.0743,-0.0552,-0.0273,-2.4587,0.0
68501,0.0,1.2,-0.1278,False,False,2.067,-1.5694,2.1682,-1.8623,-1.6293,0.0417,0.3801,-0.0758,1.065,2.2526,-0.0891,0.3371,-0.0,-0.2754,0.8163,0.8375,0.802,-0.26,0.01,0.0729,-0.0593,0.0739,-0.0725,-0.0474,0.0557,-2.2371,0.0
68601,0.0,0.9639,0.0,False,False,3.149,0.2499,3.0854,-3.6811,-3.0991,4.0623,-0.246,0.0004,0.0067,0.0286,0.0503,0.0595,0.3494,-0.0745,0.6907,0.8077,0.802,-0.26,0.01,-0.0602,-0.0444,0.0401,0.0151,0.0769,0.0601,1.8598,0.0
68701,0.0,0.9629,-0.0028,False,False,3.1444,0.2499,3.0853,-3.6792,-3.1027,4.0628,0.0003,0.0025,-0.0087,0.0039,-0.0393,-0.0567,0.3243,-0.0733,0.691,0.8083,0.802,-0.26,0.01,-0.0449,0.0083,0.0722,-0.0522,0.0508,0.0515,0.9465,0.0
68801,0.0,0.9604,0.0,False,False,3.1448,0.2498,3.0837,-3.6993,-3.1008,4.0406,-0.0033,-0.0003,-0.0024,-0.0094,-0.0148,-0.0303,0.2547,-0.0703,0.6914,0.8095,0.802,-0.26,0.01,0.0511,0.0658,0.0508,-0.0128,0.0401,-0.0213,0.0152,0.0
68901,0.0,0.9631,0.0,False,False,3.1549,0.2498,3.0812,-3.7167,-3.1084,4.0122,-0.001,0.0032,-0.0013,-0.0116,0.0033,-0.0004,0.2391,-0.0733,0.6913,0.8103,0.802,-0.26,0.01,-0.0357,0.0756,0.0422,-0.0251,0.0774,0.0056,-0.7876,0.0
69001,0.0,1.196,-0.1376,False,False,2.0679,-1.5609,2.1665,-1.868,-1.6129,0.0551,0.3842,0.0106,1.0684,2.1754,0.1258,0.4184,-0.0,-0.2757,0.8065,0.8354,0.802,-0.26,0.01,0.0751,-0.0441,0.075,-0.0709,-0.0107,0.0783,-1.937,0.0
69101,0.0,1.0195,-0.0009,False,False,2.9169,0.2495,2.8454,-4.6624,-3.1267,0.5553,-0.0002,-0.0001,0.0,-0.0009,0.0018,0.0146,0.0,-0.1197,0.7232,0.8367,0.802,-0.26,0.01,-0.0449,0.0715,0.0649,-0.0548,-0.0417,-0.0611,-2.6097,0.0
69201,0.0,1.0175,0.0,False,False,2.9119,0.2495,2.8455,-4.6624,-3.1269,0.5434,0.003,0.0008,-0.0161,-0.0467,-0.0011,-0.0192,0.0,-0.117,0.7245,0.8352,0.802,-0.26,0.01,-0.0091,0.0668,0.0706,0.0139,-0.0732,-0.0475,-2.6328,0.0
69301,0.0,1.0165,0.0,False,False,2.9099,0.2495,2.8455,-4.6625,-3.127,0.5358,0.0001,0.0001,-0.0001,0.0004,-0.0009,0.0132,0.0,-0.1157,0.7248,0.8344,0.802,-0.26,0.01,-0.0474,0.0619,0.023,-0.0282,-0.0397,-0.0676,-2.7676,0.0
69401,0.0,1.0096,0.0,False,False,2.8938,0.2495,2.8458,-4.6689,-3.12,0.4974,-0.0095,0.0016,-0.0008,0.0117,0.0047,-0.0278,0.0383,-0.1069,0.7278,0.8287,0.802,-0.26,0.01,-0.0406,0.0095,0.0737,-0.0103,-0.0236,-0.0719,-0.9414,0.0
69501,0.0,1.2034,-0.1286,False,False,2.0706,-1.5564,2.1651,-1.8721,-1.6244,0.0506,0.3963,0.0512,1.0637,2.1333,0.0809,0.3895,0.0,-0.2787,0.8174,0.8341,0.802,-0.26,0.01,0.0788,-0.0365,0.0739,-0.0768,-0.0315,0.0695,-1.8745,0.0
69601,0.0,1.0202,0.0,False,False,3.6579,0.2492,3.0463,-3.9404,-3.1307,4.2645,0.0041,0.0021,-0.0001,-0.0298,0.0272,-0.0622,0.3419,-0.1639,0.6169,0.8219,0.802,-0.26,0.01,0.0215,0.0449,0.0415,0.0449,0.0368,0.0561,2.6071,0.0
69701,0.0,1.018,0.0,False,False,3.6645,0.2492,3.0451,-3.948,-3.13,4.2467,-0.0049,0.0002,0.0011,0.0091,-0.0053,0.0014,0.2742,-0.1613,0.6178,0.8207,0.802,-0.26,0.01,0.061,0.0088,-0.0104,-0.0444,0.0788,0.0605,0.591,0.0
69801,0.0,1.0185,0.0,False,False,3.6654,0.2492,3.0454,-3.9461,-3.1302,4.2565,-0.0012,0.0031,0.0024,0.0117,-0.0021,0.0167,0.2889,-0.1619,0.6174,0.8211,0.802,-0.26,0.01,0.0119,0.0124,-0.0338,0.0739,-0.0047,0.0027,1.1664,0.0
69901,0.0,1.0195,0.0,False,False,3.6681,0.2492,3.0455,-3.9457,-3.1303,4.2605,0.0007,0.0004,0.0322,0.2875,-0.1198,0.8775,0.3227,-0.1639,0.6147,0.8218,0.802,-0.26,0.01,-0.0434,0.0548,0.041,-0.0325,0.0724,-0.0497,0.0031,0.0
70001,0.0,1.1909,-0.1343,False,False,2.07,-1.564,2.1669,-1.8669,-1.6337,0.0558,0.3997,-0.0238,1.0727,2.1551,-0.0544,0.4169,-0.0,-0.27,0.8064,0.8382,0.802,-0.26,0.01,0.078,-0.0499,0.0738,-0.0751,-0.0513,0.0788,-2.0937,0.0
70101,0.0,1.02,0.0,False,False,3.7626,-0.8868,2.898,-2.3219,-2.9842,4.207,-0.3674,0.4044,0.2165,-0.7904,-0.0757,-0.1084,0.2015,-0.1701,0.5987,0.8053,0.802,-0.26,0.01,-0.069,0.0654,0.074,-0.0106,0.0329,-0.0621,-1.4145,0.0
70201,0.0,1.0032,0.0024,False,False,3.78,0.2497,3.076,-3.7602,-3.104,4.6391,0.0,-0.0005,-0.0002,0.0028,-0.0041,0.006,0.245,-0.146,0.6165,0.8216,0.802,-0.26,0.01,0.0017,-0.0097,0.0406,-0.0166,0.075,0.0176,-1.0192,0.0
70301,0.0,1.0097,0.0,False,False,3.7809,0.2495,3.0616,-3.8523,-3.1295,4.2486,0.0037,0.0004,-0.0056,-0.0113,-0.0064,-0.0247,0.1801,-0.1567,0.6057,0.818,0.802,-0.26,0.01,-0.0354,0.0582,0.0665,0.0607,0.0795,-0.0161,-1.4196,0.0
70401,0.0,1.0117,0.0,False,False,3.7809,0.2493,3.0544,-3.8922,-3.1311,4.1016,-0.002,0.0,-0.002,-0.0135,0.0031,-0.0708,0.1684,-0.1595,0.6036,0.816,0.802,-0.26,0.01,0.0723,0.047,0.0654,0.0475,0.0746,-0.0092,-1.3507,0.0
70501,0.0,1.1847,-0.1215,False,False,2.0691,-1.5537,2.1655,-1.8751,-1.6322,0.0454,0.3671,0.0798,1.0748,2.1172,-0.0198,0.3227,0.0513,-0.2668,0.7987,0.8399,0.802,-0.26,0.01,0.0745,-0.0314,0.0763,-0.0779,-0.0532,0.0645,-0.4511,0.0
70601,0.0,0.9148,-0.0034,False,False,3.6856,-1.0339,2.7252,-1.7042,-2.4428,4.4524,-0.021,-0.0011,-0.0065,0.0094,0.0333,-0.0058,0.0991,-0.0516,0.6183,0.8123,0.802,-0.26,0.01,0.0708,0.0771,0.026,0.0751,0.0092,-0.0755,-2.8223,0.0
70701,0.0,0.9151,-0.0045,False,False,3.6858,-1.0339,2.7252,-1.7042,-2.4431,4.4524,-0.0212,0.0,-0.0047,0.0066,0.0402,-0.0251,0.0929,-0.0518,0.6185,0.8123,0.802,-0.26,0.01,0.0715,0.0774,0.0222,0.0695,0.0355,-0.0473,-2.8751,0.0
70801,0.0,0.9166,-0.0038,False,False,3.6858,-1.0339,2.7252,-1.7042,-2.4432,4.4524,-0.0194,0.0129,-0.0037,-0.0017,0.0237,0.0146,0.1169,-0.0532,0.619,0.8119,0.802,-0.26,0.01,0.065,0.0742,-0.0616,0.0197,-0.0156,-0.0257,-2.4392,0.0
70901,0.0,0.9155,0.0,False,False,3.6859,-1.0339,2.7252,-1.7043,-2.4434,4.4524,-0.0183,-0.0008,-0.0068,0.0117,0.0708,0.0707,0.0996,-0.0522,0.6186,0.8122,0.802,-0.26,0.01,0.0774,0.0793,0.0458,0.0714,0.027,-0.011,-2.5192,0.0
71001,0.0,1.1918,-0.1318,False,False,2.0713,-1.556,2.1642,-1.8717,-1.6311,0.0559,0.3986,0.0535,1.0618,2.0779,0.0254,0.405,0.0,-0.2712,0.8062,0.836,0.802,-0.26,0.01,0.0795,-0.036,0.0714,-0.0795,-0.045,0.0792,-2.2088,0.0
71101,0.0,0.8536,-0.0022,False,False,3.7681,-1.0318,2.7319,-1.7144,-2.2741,4.3539,-0.0155,0.0001,0.0,0.0009,0.001,-0.03,0.063,0.0109,0.6094,0.8171,0.802,-0.26,0.01,0.077,0.0566,-0.0443,0.0766,0.0585,-0.0298,-2.4527,0.0
71201,0.0,0.8564,-0.0013,False,False,3.7682,-1.0318,2.7319,-1.7144,-2.2742,4.3539,-0.0145,0.0006,0.0014,-0.0023,0.0061,-0.0177,0.0566,0.0086,0.6115,0.8161,0.802,-0.26,0.01,0.0789,0.0707,-0.0583,0.0767,0.0442,-0.0347,-2.7597,0.0
71301,0.0,0.8571,-0.0016,False,False,3.7682,-1.0318,2.7319,-1.7144,-2.2744,4.3539,-0.0162,0.0004,0.0009,-0.0016,0.0179,0.0042,0.0452,0.0081,0.612,0.8159,0.802,-0.26,0.01,0.0792,0.075,-0.0468,0.0666,0.0188,-0.0125,-2.8938,0.0
71401,0.0,0.8625,-0.0052,False,False,3.7713,-1.0319,2.7316,-1.7143,-2.2817,4.3473,-0.0219,0.0059,-0.0023,-0.0042,0.0173,0.0034,0.0866,0.0033,0.6146,0.8147,0.802,-0.26,0.01,0.0783,0.0712,-0.0446,0.0162,0.0095,-0.072,-1.2868,0.0
71501,0.0,1.1967,-0.1265,False,False,2.0687,-1.5609,2.162,-1.8627,-1.6112,0.0366,0.3936,0.0053,1.0189,2.1552,0.1591,0.2473,-0.0,-0.2767,0.8058,0.8372,0.802,-0.26,0.01,0.0763,-0.045,0.0629,-0.0792,-0.0052,0.0474,-2.6983,0.0
71601,0.0,0.9596,-0.0293,False,False,2.6625,0.2488,3.0041,-4.1461,-3.1235,1.1976,-0.001,0.0013,-0.0537,-0.2155,-0.0008,-0.3193,-0.0,-0.0456,0.7379,0.8324,0.802,-0.26,0.01,0.0215,0.075,0.0772,-0.0483,-0.0142,0.0167,-1.8638,0.0
71701,0.0,0.9296,0.0,False,False,2.6625,0.2488,2.9109,-4.4531,-3.1396,0.3274,-0.0034,-0.0,-0.0032,-0.007,-0.0016,-0.0194,0.1567,-0.023,0.7176,0.8162,0.802,-0.26,0.01,0.0287,0.0522,0.0401,-0.0395,0.0291,0.0297,-1.7005,0.0
71801,0.0,0.9479,0.0011,False,False,2.667,0.2495,2.8455,-4.6625,-3.1271,-0.0351,-0.004,0.0001,-0.0019,0.0032,0.014,-0.0054,0.0543,-0.0377,0.729,0.8151,0.802,-0.26,0.01,0.0195,0.0708,0.0156,-0.0064,0.0523,0.0747,-2.5379,0.0
71901,0.0,0.9477,0.0,False,False,2.6847,0.2495,2.8455,-4.6625,-3.1271,-0.039,-0.0065,-0.0,-0.0025,-0.0062,0.0042,-0.0352,0.0729,-0.0391,0.726,0.8153,0.802,-0.26,0.01,0.0601,0.0755,0.0637,0.0618,0.0398,0.0574,-2.7878,0.0
72001,0.0,1.1942,-0.132,False,False,2.0707,-1.5556,2.1607,-1.8645,-1.6274,0.0544,0.3929,0.056,1.0216,2.1345,0.0549,0.4015,-0.0,-0.273,0.8079,0.8368,0.802,-0.26,0.01,0.0782,-0.0357,0.0633,-0.0757,-0.0384,0.0772,-2.3961,0.0
72101,0.0,0.868,-0.0128,False,False,3.9623,-1.0205,2.7632,-1.7561,-2.2497,4.3664,-0.0546,0.0078,0.0052,-0.0215,0.0855,0.0743,0.2663,-0.0001,0.6209,0.812,0.802,-0.26,0.01,0.0768,0.0463,0.0119,0.0569,0.0035,0.0114,0.3146,0.0
72201,0.0,0.8587,-0.0029,False,False,3.9624,-1.0205,2.7632,-1.7561,-2.2497,4.3664,-0.0261,0.0055,0.0015,-0.0008,0.0171,0.0049,0.0873,0.0095,0.6196,0.8155,0.802,-0.26,0.01,0.0722,0.076,-0.0401,0.0717,0.0402,-0.0281,-2.2477,0.0
72301,0.0,0.8668,0.0,False,False,3.9631,-1.0205,2.7632,-1.756,-2.2502,4.3676,-0.0203,-0.0001,-0.0001,0.0015,0.0272,0.0245,0.22,0.0013,0.621,0.8126,0.802,-0.26,0.01,0.0771,0.0544,0.0279,0.0523,0.0479,-0.0624,-0.5197,0.0
72401,0.0,0.8681,0.0,False,False,3.9639,-1.0205,2.7631,-1.756,-2.2519,4.3664,0.0567,0.0074,0.0138,-0.0403,-0.1795,-0.3689,0.2364,-0.0001,0.6214,0.8123,0.802,-0.26,0.01,0.0779,0.0162,-0.0478,0.0775,0.0168,0.0141,-0.5038,0.0
